Episode,Action Sequence
149,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
150,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
151,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
152,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
153,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
154,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
155,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
156,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
157,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
158,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
159,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
160,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
161,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), 0, 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
162,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
163,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
164,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
165,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
166,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
167,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, 3, np.int64(1), 3, np.int64(1)]"
168,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
169,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
170,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
171,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
172,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
173,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
174,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
175,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
176,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
177,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
178,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
179,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
180,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
181,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
182,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
183,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
184,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
185,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
186,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
187,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
188,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
189,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
190,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
191,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
192,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
193,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
194,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
195,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
196,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
197,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
198,"[1, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
199,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
200,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
201,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
202,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), 0, np.int64(1), np.int64(1)]"
203,"[2, np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
204,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
205,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
206,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
207,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
208,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
209,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
210,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
211,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
212,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
213,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
214,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
215,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
216,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
217,"[2, np.int64(1), np.int64(3), 1, 0, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
218,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
219,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
220,"[np.int64(1), 1, np.int64(3), np.int64(3), 0, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
221,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
222,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
223,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
224,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
225,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
226,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
227,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
228,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
229,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), 1]"
230,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
231,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
232,"[0, np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
233,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
234,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
235,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
236,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
237,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
238,"[np.int64(1), np.int64(3), 0, 2, 2, np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
239,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
240,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
241,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
242,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
243,"[2, np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 3, np.int64(1)]"
244,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
245,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
246,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
247,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
248,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
249,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
250,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
251,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
252,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
253,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
254,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
255,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
256,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
257,"[np.int64(1), 3, np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
258,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, 3, np.int64(1), np.int64(1), np.int64(1)]"
259,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
260,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
261,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
262,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1)]"
263,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
264,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, 0, np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
265,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
266,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
267,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
268,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
269,"[np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
270,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
271,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
272,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
273,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
274,"[3, np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
275,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, 3, np.int64(1), np.int64(1)]"
276,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
277,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
278,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
279,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
280,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
281,"[np.int64(1), np.int64(3), 2, np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
282,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
283,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
284,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
285,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
286,"[1, np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
287,"[np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
288,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
289,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
290,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
291,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
292,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
293,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
294,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
295,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
296,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
297,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
298,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
299,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
300,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
301,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
302,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
303,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
304,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
305,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
306,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
307,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
308,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
309,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
310,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, 0, np.int64(1), np.int64(1), np.int64(1)]"
311,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
312,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
313,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
314,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
315,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
316,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
317,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
318,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
319,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
320,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
321,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
322,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
323,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
324,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
325,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
326,"[2, np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
327,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
328,"[np.int64(1), 0, 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
329,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
330,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
331,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
332,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
333,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
334,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
335,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
336,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
337,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
338,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, 1, 3]"
339,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
340,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
341,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
342,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
343,"[3, np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
344,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
345,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
346,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
347,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
348,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
349,"[np.int64(1), 0, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
350,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
351,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
352,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
353,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, 2, np.int64(3), 1]"
354,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
355,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
356,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
357,"[np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
358,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
359,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
360,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
